name,latitude,longitude
004941.798,0.4840885,0.0995301
004942.798,0.4840885,0.0995301
004943.798,0.4840885,0.0995301
004944.798,0.4840885,0.0995301
004945.798,0.4840885,0.0995301
004946.798,0.4840885,0.0995301
004947.798,0.4840885,0.0995301
004948.798,0.4840885,0.0995301
004949.798,0.4840885,0.0995301
004950.798,0.4840885,0.0995301
004951.798,0.4840885,0.0995301
004952.798,0.4840885,0.0995301
004953.798,0.4840885,0.0995301
004954.798,0.4840885,0.0995301
004955.798,0.4840885,0.0995301
004956.798,0.4840885,0.0995301
004957.798,0.4840885,0.0995301
004958.798,0.4840885,0.0995301
004959.798,0.4840885,0.0995301
005000.798,0.4840885,0.0995301
005001.798,0.4840885,0.0995301
005002.798,0.4840885,0.0995301
005003.798,0.4840885,0.0995301
005004.798,0.4840885,0.0995301
005005.798,0.4840885,0.0995301
005006.798,0.4840885,0.0995301
005007.798,0.4840885,0.0995301
005008.798,0.4840885,0.0995301
005009.798,0.4840885,0.0995301
005010.798,0.4840885,0.0995301
005011.798,0.4840885,0.0995301
005012.798,0.4840885,0.0995301
005013.798,0.4840885,0.0995301
005014.798,0.4840885,0.0995301
005015.798,0.4840885,0.0995301
005016.798,0.4840885,0.0995301
005017.798,0.4840885,0.0995301
005018.798,0.4840885,0.0995301
005019.798,0.4840885,0.0995301
005020.798,0.4840885,0.0995301
005021.798,0.4840885,0.0995301
005022.798,0.4840885,0.0995301
005023.798,0.4840885,0.0995301
005024.798,0.4840885,0.0995301
005025.798,0.4840885,0.0995301
005026.798,0.4840885,0.0995301
005027.798,0.4840885,0.0995301
005028.798,0.4840885,0.0995301
005029.798,0.4840885,0.0995301
005030.798,0.4840885,0.0995301
005031.798,0.4840885,0.0995301
005032.798,0.4840885,0.0995301
005033.798,0.4840885,0.0995301
005034.798,0.4840885,0.0995301
005035.798,0.4840885,0.0995301
005036.798,0.4840885,0.0995301
005037.798,0.4840885,0.0995301
005038.798,0.4840885,0.0995301
005039.798,0.4840885,0.0995301
005040.798,0.4840885,0.0995301
005041.798,0.4840885,0.0995301
005042.798,0.4840885,0.0995301
005043.798,0.4840885,0.0995301
005044.798,0.4840885,0.0995301
005045.798,0.4840885,0.0995301
005046.798,0.4840885,0.0995301
005047.798,0.4840885,0.0995301
005048.798,0.4840885,0.0995301
005049.798,0.4840885,0.0995301
005050.798,0.4840885,0.0995301
005051.798,0.4840885,0.0995301
005052.798,0.4840885,0.0995301
005053.798,0.4840885,0.0995301
005054.798,0.4840885,0.0995301
005055.798,0.4840885,0.0995301
005056.798,0.4840885,0.0995301
005057.798,0.4840885,0.0995301
005058.798,0.4840885,0.0995301
005059.798,0.4840885,0.0995301
005100.798,0.4840885,0.0995301
005101.798,0.4840885,0.0995301
005102.798,0.4840885,0.0995301
005103.798,0.4840885,0.0995301
005104.798,0.4840885,0.0995301
005105.798,0.4840885,0.0995301
005106.798,0.4840885,0.0995301
005107.798,0.4840885,0.0995301
005108.798,0.4840885,0.0995301
005109.798,0.4840885,0.0995301
005110.798,0.4840885,0.0995301
005111.798,0.4840885,0.0995301
005112.798,0.4840885,0.0995301
005113.798,0.4840885,0.0995301
005114.798,0.4840885,0.0995301
005115.798,0.4840885,0.0995301
005116.798,0.4840885,0.0995301
005117.798,0.4840885,0.0995301
005118.798,0.4840885,0.0995301
005119.798,0.4840885,0.0995301
005120.798,0.4840885,0.0995301
005121.798,0.4840885,0.0995301
005122.798,0.4840885,0.0995301
005123.798,0.4840885,0.0995301
005124.798,0.4840885,0.0995301
005125.798,0.4840885,0.0995301
005126.798,0.4840885,0.0995301
005127.798,0.4840885,0.0995301
005128.798,0.4840885,0.0995301
005129.798,0.4840885,0.0995301
005130.798,0.4840885,0.0995301
005131.798,0.4840885,0.0995301
005132.798,0.4840885,0.0995301
005133.798,0.4840885,0.0995301
005134.798,0.4840885,0.0995301
005135.798,0.4840885,0.0995301
005136.798,0.4840885,0.0995301
005137.798,0.4840885,0.0995301
005138.798,0.4840885,0.0995301
005139.798,0.4840885,0.0995301
005140.798,0.4840885,0.0995301
005141.798,0.4840885,0.0995301
005142.798,0.4840885,0.0995301
005143.798,0.4840885,0.0995301
005144.798,0.4840885,0.0995301
005145.798,0.4840885,0.0995301
005146.798,0.4840885,0.0995301
005147.798,0.4840885,0.0995301
005148.798,0.4840885,0.0995301
005149.798,0.4840885,0.0995301
005150.798,0.4840885,0.0995301
005151.798,0.4840885,0.0995301
005152.798,0.4840885,0.0995301
005153.798,0.4840885,0.0995301
005154.798,0.4840885,0.0995301
005155.798,0.4840885,0.0995301
005156.798,0.4840885,0.0995301
005157.798,0.4840885,0.0995301
005158.798,0.4840885,0.0995301
005159.798,0.4840885,0.0995301
005200.798,0.4840885,0.0995301
005201.798,0.4840885,0.0995301
005202.798,0.4840885,0.0995301
005203.798,0.4840885,0.0995301
005204.798,0.4840885,0.0995301
005205.798,0.4840885,0.0995301
005206.798,0.4840885,0.0995301
005207.798,0.4840885,0.0995301
005208.798,0.4840885,0.0995301
005209.798,0.4840885,0.0995301
005210.798,0.4840885,0.0995301
005211.798,0.4840885,0.0995301
005212.798,0.4840885,0.0995301
005213.798,0.4840885,0.0995301
005214.798,0.4840885,0.0995301
005215.798,0.4840885,0.0995301
005216.798,0.4840885,0.0995301
005217.798,0.4840885,0.0995301
005218.798,0.4840885,0.0995301
005219.798,0.4840885,0.0995301
005220.798,0.4840885,0.0995301
005221.798,0.4840885,0.0995301
005222.798,0.4840885,0.0995301
005223.798,0.4840885,0.0995301
005224.798,0.4840885,0.0995301
005225.798,0.4840885,0.0995301
005226.798,0.4840885,0.0995301
005227.798,0.4840885,0.0995301
005228.798,0.4840885,0.0995301
005229.798,0.4840885,0.0995301
005230.798,0.4840885,0.0995301
005231.798,0.4840885,0.0995301
005232.798,0.4840885,0.0995301
005233.798,0.4840885,0.0995301
005234.798,0.4840885,0.0995301
005235.798,0.4840885,0.0995301
005236.798,0.4840885,0.0995301
005237.798,0.4840885,0.0995301
005238.798,0.4840885,0.0995301
005239.798,0.4840885,0.0995301
005240.798,0.4840885,0.0995301
005241.798,0.4840885,0.0995301
005242.798,0.4840885,0.0995301
005243.798,0.4840885,0.0995301
